SampleID	ERR2619766	ERR2619772	ERR2619776	ERR2619778	ERR2619780	ERR2619781	ERR2619782	ERR2619783	ERR2619785	ERR2635202	SRR2487415	SRR2487416	SRR2487417	SRR2487418	SRR2487419	SRR2487420	SRR2487421	SRR2487422	SRR2487423	SRR2487424	SRR2487425	SRR2487426	SRR2487427	SRR2487428	SRR2487429	SRR2487430	SRR2487434	SRR2487435	SRR2487436	SRR3703111	SRR3703112	SRR3703113	SRR3703114	SRR3703115	SRR3703116	SRR3703117	SRR3703118	SRR3703147	SRR3703148	SRR3703149	SRR3703150	SRR3703151	SRR3703152	SRR3703153	SRR3703154	SRR3703155
hsa-miR-191-3p	0	0	2	1	0	2	0	1	1	1	31	33	30	9	6	7	0	11	7	7	0	18	6	11	0	13	21	15	17	5	24	5	39	41	24	11	0	33	0	39	0	15	57	0	36	53
hsa-miR-191-5p	1185	1687	5402	8666	1923	3130	2376	2268	6959	7414	24457	21716	23823	9793	8435	9694	3	18107	15708	18018	0	26415	22997	26391	4	33472	34195	29569	33806	5303	20342	4504	9959	11646	9977	9081	2	8780	7	22301	20	9997	13533	1	5008	13355
hsa-miR-1910-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	5	0	1	0	0	0	0	1	1
hsa-miR-1910-5p	0	0	0	0	1	0	0	0	0	0	0	0	1	1	2	3	0	0	0	0	0	30	23	27	0	3	3	2	2	0	0	1	1	2	1	2	0	58	0	6	0	1	0	0	8	1
hsa-miR-1912-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	3	0	0	0	0	0	0	0	0	0	0
hsa-miR-1912-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-1914-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-1914-5p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	8	0	2	0	1	5	0	0	3
hsa-miR-192-3p	7	0	5	3	6	19	3	4	22	5	30	15	19	12	11	10	0	22	20	16	0	1	2	1	0	8	28	18	41	97	684	44	48	67	95	150	0	89	0	39	0	13	6	0	42	17
hsa-miR-192-5p	63703.0	7161.0	29800.5	21226.0	38922.5	82588.5	33653.0	18544.5	92176.0	32572.0	127991.0	111108.5	128284.0	70284.5	60693.0	69345.5	8.0	67370.0	58775.5	68140.0	0.0	7466.5	6604.0	7630.5	14.5	49829.5	234947.5	202506.5	234853.0	2982.0	25468.5	2147.5	1986.5	3605.5	1973.0	4240.5	2.0	5872.5	4.0	3367.0	4.0	985.5	603.5	1.0	2353.0	1228.5
hsa-miR-193a-3p	8	3	26	7	6	5	9	7	13	17	74	57	77	130	112	124	0	30	22	26	0	327	273	326	0	71	301	261	321	261	358	246	222	184	256	391	0	38	0	390	0	55	183	0	200	74
hsa-miR-193a-5p	5	5	46	52	26	8	20	12	18	46	150	141	147	48	23	41	0	58	53	52	0	90	107	104	0	94	82	79	73	5747	6435	2549	2326	3982	2499	4297	3	300	0	3204	0	1014	1728	0	2096	971
hsa-miR-193b-3p	9	32	100	72	54	38	35	53	31	123	240	230	222	35	40	39	0	131	105	105	0	379	318	342	0	180	368	300	331	394	641	456	523	536	251	635	0	460	2	1519	2	1111	4220	0	1365	1065
hsa-miR-193b-5p	0	0	3	0	0	0	0	1	0	5	34	19	15	5	1	0	0	12	8	11	0	15	15	15	0	8	9	10	17	48	56	22	40	55	31	58	0	21	0	96	0	82	188	0	107	86
hsa-miR-194-3p	2	0	6	3	4	11	1	4	15	5	51	45	51	8	6	8	0	27	16	22	0	0	1	1	0	18	16	19	10	37	105	19	20	42	14	28	0	30	0	17	0	7	2	0	13	4
hsa-miR-195-3p	2	6	10	19	4	3	5	1	6	11	154	133	141	147	137	160	0	94	109	100	0	317	244	280	0	203	668	585	662	228	257	144	115	227	138	231	0	19	0	37	0	30	27	0	45	21
hsa-miR-195-5p	165.0	206.0	588.0	483.0	132.0	172.33	180.0	191.0	360.0	710.0	1477.0	1310.33	1463.0	1009.0	889.0	1030.0	0.0	883.0	722.33	821.0	0.0	2446.0	2237.0	2570.0	1.0	1963.0	5069.33	4325.33	5093.0	2293.33	4858.0	1838.0	1989.33	1532.0	1264.0	2838.67	0.0	150.33	3.0	302.33	0.0	255.67	152.67	0.0	617.33	232.0
hsa-miR-196a-1-3p	2	0	1	0	0	0	0	0	0	3	1	2	0	0	0	0	0	0	0	0	0	14	18	16	0	2	4	5	5	0	0	0	0	0	0	3	0	0	0	34	0	0	0	0	4	0
hsa-miR-196a-3p	19	0	1	6	0	0	0	0	0	0	93	76	93	43	48	61	0	23	15	19	0	35	35	35	0	66	132	169	182	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	23	0
hsa-miR-196a-5p	157.0	1.0	40.0	94.0	0.0	0.0	0.0	1.0	0.0	35.0	4305.66	3831.0	4280.66	3588.5	3080.5	3530.0	0.0	1838.0	1595.0	1834.5	0.0	3230.5	2885.0	3160.0	1.0	3873.5	7401.16	6409.16	7419.5	11.0	26.5	15.0	31.0	21.5	23.5	72.0	0.0	2741.34	1.0	259.0	2.0	9.0	40.5	0.0	1338.16	256.34
hsa-miR-196b-3p	2	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	0	0	0	0	0	3	5	3	0	2	17	13	20	0	0	0	1	0	0	0	0	25	0	0	0	0	1	0	8	0
hsa-miR-196b-5p	33.0	2.0	48.0	126.0	0.0	0.0	0.0	0.0	0.0	23.0	1302.33	1218.0	1305.33	504.5	517.5	597.0	0.0	891.0	813.0	922.5	0.0	1568.5	1429.0	1605.0	2.0	2013.5	3809.83	3316.83	3781.5	182.0	2465.5	89.0	102.0	126.5	117.5	179.0	0.0	9218.67	2.0	9.0	8.0	65.0	2708.5	1.0	4846.83	244.67
hsa-miR-197-3p	67	67	126	107	52	63	59	42	140	134	210	180	185	152	118	161	0	136	129	154	0	177	180	197	0	202	220	196	227	5274	8106	5263	7902	7549	4697	5780	1	6750	6	5625	8	3311	11853	0	6013	11933
hsa-miR-197-5p	0	0	1	0	0	0	0	0	0	0	1	0	4	0	0	0	0	1	0	1	0	1	1	1	0	6	0	0	3	0	3	2	0	0	0	0	0	0	0	3	0	0	2	0	0	3
hsa-miR-199a-3p	198.34	1169.84	1790.66	1478.84	217.34	402.34	254.34	244.66	548.5	3431.5	10706.5	9395.0	10613.5	2811.16	2495.5	2802.34	0.0	6547.0	5539.66	6442.0	0.0	8005.84	7057.16	8102.5	1.34	19676.34	1391.66	1199.34	1378.34	23957.16	39238.66	17293.5	15409.0	16853.5	10623.0	20028.34	6.0	2527.0	20.66	8656.34	11.34	12115.0	4747.0	0.66	17271.66	11012.5
hsa-miR-199a-5p	45.0	272.66	882.66	652.66	66.0	115.66	63.0	78.66	209.0	1192.66	2406.0	1764.0	2387.0	634.0	462.66	625.0	0.0	1522.0	1176.66	1561.34	0.0	1755.66	1398.66	1825.66	0.0	4668.0	296.0	208.0	253.0	14896.5	31236.66	12638.34	14395.0	15729.66	7237.66	14689.0	8.66	2917.34	24.0	9546.66	9.0	11853.66	3187.34	0.0	11575.34	10031.66
hsa-miR-199b-3p	98.67	583.17	891.33	736.17	107.67	200.67	125.67	122.33	271.5	1710.5	5224.5	4592.0	5173.5	1371.83	1218.5	1370.67	0.0	3201.0	2714.33	3153.0	0.0	3937.17	3477.83	3992.5	0.67	9667.67	681.33	586.67	670.67	11852.83	19340.33	8534.5	7644.0	8294.5	5266.0	9889.67	3.0	1261.0	10.33	4296.67	5.67	6029.0	2361.0	0.33	8607.33	5471.5
hsa-miR-199b-5p	46.0	187.33	255.33	324.33	71.0	138.33	69.0	84.33	201.0	692.33	168.0	157.0	184.0	10.0	10.33	9.0	0.0	204.0	195.33	229.67	0.0	537.33	515.33	573.33	0.0	860.0	7.0	13.0	9.0	5627.5	4414.33	3833.67	3670.0	2848.33	2693.33	3053.0	1.33	331.67	3.0	1525.33	4.0	1373.33	420.67	0.0	3409.67	1717.33
hsa-miR-19a-3p	141.0	41.0	156.0	29.0	42.0	63.0	43.0	33.0	90.0	91.17	327.67	306.67	335.0	251.67	199.0	215.17	0.0	167.0	121.33	143.67	0.0	319.5	253.0	331.0	0.0	280.5	513.5	477.0	520.83	198.33	1240.0	186.0	259.33	174.67	223.33	375.0	0.0	1158.33	0.0	1491.33	4.0	125.0	165.67	0.0	240.0	223.33
hsa-miR-19a-5p	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	2	1	0	3	1	3	0	1	11	5	8	0	2	1	0	0	3	0	0	10	0	10	0	1	0	0	1	0
hsa-miR-19b-1-5p	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	1.0	1.0	1.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	6.0	76.0	235.0	62.0	67.0	98.0	97.0	142.5	0.0	159.0	0.0	273.5	0.0	69.0	44.0	0.0	91.0	59.0
hsa-miR-19b-2-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-19b-3p	394.0	175.0	580.0	136.0	223.0	325.0	347.0	177.0	389.0	536.84	1778.34	1513.34	1697.0	939.34	783.0	1005.84	0.0	692.0	606.66	652.34	0.0	972.5	866.0	986.0	0.0	1452.5	1983.5	1767.0	1908.16	3359.66	14564.0	2661.0	3223.66	2002.34	3615.66	6362.0	0.0	5632.66	4.0	7889.66	11.0	939.0	1805.34	1.0	2009.0	1523.66
hsa-miR-200a-3p	278.5	68.0	533.0	341.0	1630.0	2400.0	3265.0	2939.0	2581.0	159.0	2771.0	2468.5	2771.0	399.5	308.0	358.0	0.0	1379.0	1170.5	1308.0	0.0	1418.5	1184.5	1259.5	0.0	2835.5	1978.5	1754.5	2018.0	927.0	873.0	3063.0	3265.5	2760.5	1395.5	3979.0	0.0	7670.5	2.0	11853.5	14.0	984.5	2934.0	5.0	1775.5	3616.0
hsa-miR-200a-5p	14	3	48	15	48	66	76	31	50	22	154	129	121	13	10	15	0	90	77	70	0	56	50	51	0	126	58	51	69	1161	6671	2182	1414	2944	1449	3550	0	3572	3	4447	8	949	1583	4	2099	2319
hsa-miR-200b-3p	999.0	116.0	1871.5	913.0	1682.5	3209.0	1648.5	2133.0	6946.5	1219.0	11264.0	9969.5	11342.0	685.0	608.0	714.0	0.0	5017.5	4411.5	4968.5	0.0	2459.0	2275.0	2541.0	0.0	8906.5	2327.0	2156.0	2450.0	4665.5	17823.0	10523.5	6057.0	6775.5	5922.0	19330.0	4.0	12911.5	6.0	17808.5	37.0	1933.5	4809.5	2.0	5636.5	6733.5
hsa-miR-200b-5p	12	0	22	5	15	20	15	11	41	7	68	60	58	4	4	8	0	44	30	39	0	15	13	14	0	69	20	21	28	50	266	165	147	102	91	197	0	380	1	365	4	71	174	0	216	157
hsa-miR-200c-3p	765.0	132.0	1261.5	424.0	1038.5	1445.0	1191.5	1153.0	1962.5	290.0	831.0	747.5	877.0	3.0	1.0	4.0	0.0	329.5	310.5	312.5	0.0	53.0	54.0	39.0	0.0	451.5	9.0	8.0	8.0	61194.5	163591.0	92336.5	80669.0	102684.5	96403.0	262260.0	36.0	127071.5	59.0	170066.5	172.0	42718.5	123098.5	23.0	157611.5	170604.5
hsa-miR-200c-5p	1	0	0	0	0	1	1	2	1	2	0	2	3	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	174	533	206	213	347	250	534	0	491	0	407	1	78	960	1	487	467
hsa-miR-202-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	3	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0
hsa-miR-202-5p	0	0	0	0	1	1	0	2	0	0	2	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	80	101	8	18	10	68	71	0	1	0	0	0	1	0	0	11	0
hsa-miR-203a-3p	751	107	1104	297	440	1548	410	163	1763	229	747	622	705	15	10	12	0	123	89	114	0	459	375	447	0	536	65	72	78	34448	154574	83934	126054	170548	55168	124701	37	200797	7	268481	254	73563	943	57	79263	13000
hsa-miR-203a-5p	3	0	0	0	1	0	0	1	3	0	2	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	10	15	19	13	9	13	0	70	0	92	0	9	0	0	21	1
hsa-miR-204-3p	0	0	0	1	0	0	0	2	0	0	30	39	31	2	4	4	0	24	10	17	0	4	3	1	0	9	4	3	11	7	1	1	3	0	1	1	0	32	0	0	0	0	0	0	1	0
hsa-miR-204-5p	2.0	16.0	113.0	46.0	112.0	154.0	279.0	214.0	95.0	14.0	52188.0	46121.5	51762.5	5859.0	5071.0	5848.0	0.0	22411.0	19336.5	21958.0	0.0	4605.0	4179.0	4648.0	6.0	19109.5	23171.0	20238.0	23070.0	1058.0	217.0	367.0	356.5	228.5	187.0	254.0	0.0	4279.5	0.0	9.0	0.0	10.0	6.0	0.0	50.0	18.0
hsa-miR-205-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	57	0	15	0	2	8	0	58	1
hsa-miR-205-5p	0	0	0	0	0	1	0	0	1	0	12	15	5	0	0	0	0	9	17	16	0	52	33	49	0	22	0	1	0	569	12888	3419	5083	3957	848	3367	4	257015	196	58992	456	2644	31732	65	274687	1877
hsa-miR-208a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-208a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
hsa-miR-208b-3p	0	1	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-208b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-20a-3p	1	3	2	0	0	0	0	0	2	1	11	14	11	6	5	10	0	5	4	2	0	10	0	5	0	11	18	8	13	90	308	73	193	141	150	146	0	444	0	522	2	68	85	0	172	180
hsa-miR-20a-5p	102.33	55.0	489.33	108.0	107.0	131.0	72.0	68.0	214.33	193.0	654.5	613.83	638.5	224.5	199.0	204.0	0.0	218.5	234.5	273.5	0.0	240.0	242.5	255.0	0.0	378.83	503.0	427.5	466.0	4487.33	45345.08	3684.17	3140.92	4029.17	3267.17	6533.08	2.0	8703.5	2.0	12219.58	14.0	1900.83	1457.83	0.0	3223.67	2981.83
hsa-miR-20b-3p	0	0	0	0	0	0	0	0	0	1	5	2	5	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	5	23	1	4	8	4	4	0	7	0	66	0	4	23	0	7	17
hsa-miR-20b-5p	1.33	1.0	2.5	11.0	4.0	0.0	7.0	6.0	2.0	5.0	115.0	106.33	119.5	3.0	6.0	7.0	0.0	22.0	8.0	13.0	0.0	9.0	10.0	19.0	0.0	37.33	6.0	6.0	8.0	323.5	8380.33	238.0	199.67	242.33	162.67	326.33	1.0	128.17	0.0	1052.5	0.5	91.67	326.83	0.0	74.5	151.33
hsa-miR-21-3p	42	339	2150	1851	500	492	543	147	543	5353	350	300	339	1234	1059	1243	0	1113	977	1098	0	8241	6832	8054	1	3210	9024	7753	8944	14788	52955	6168	11648	13260	53493	22966	7	8294	49	13969	39	47436	26574	4	37850	33243
hsa-miR-21-5p	8276	27846	40034	26693	8035	13587	10977	6097	14237	72742	20717	18656	20619	73310	66703	73123	1	95966	86830	96213	0	260080	235046	258803	39	173856	343068	309152	342564	2121240	2865835	742348	624438	833615	2122343	2645187	745	289326	1344	798138	1998	2360093	536142	131	1375350	2052540
hsa-miR-210-3p	33	17	108	16	30	31	29	16	31	40	192	131	168	1256	1059	1197	1	54	46	48	0	2440	2147	2535	0	118	5115	4339	5042	440	1290	497	2468	3100	369	855	0	22297	15	23021	41	11618	36226	6	13563	24184
hsa-miR-210-5p	1	0	2	0	2	2	0	0	2	0	46	46	45	138	126	133	0	16	13	13	0	187	172	201	0	23	507	479	520	20	17	20	19	15	3	24	0	28	0	43	0	12	28	0	30	29
hsa-miR-211-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-211-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	4.5	9.5	18.0	8.0	19.0	0.0	5.0	5.5	4.0	0.0	5.0	9.0	6.0	0.0	3.5	14.0	9.0	11.0	6.0	2.0	0.0	17.5	6.5	1.0	4.0	0.0	15.5	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
hsa-miR-2110	0	1	1	3	0	0	2	0	1	1	16	18	22	4	2	6	0	13	13	10	0	17	16	18	0	23	14	21	15	30	46	41	15	24	8	41	0	10	0	20	0	5	8	0	8	13
hsa-miR-2114-3p	0	0	1	0	1	0	1	1	0	0	2	3	1	6	5	3	0	3	2	6	0	0	1	1	0	7	6	1	9	0	3	0	2	2	1	0	0	0	0	2	0	0	0	0	0	1
hsa-miR-2114-5p	0	0	0	1	0	0	0	1	0	0	0	0	2	9	5	3	0	5	1	1	0	0	0	1	0	4	1	4	1	1	6	0	4	4	5	11	0	0	0	1	0	2	0	0	3	2
hsa-miR-2115-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	18	33	9	1	6	2	5	0	1	0	2	0	0	6	0	6	0
hsa-miR-2115-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	5	1	0	1	4	0	2	0	0	0	0	1	0	7	0
hsa-miR-2116-3p	0	2	2	2	0	2	0	0	0	0	11	8	10	10	4	5	0	7	7	8	0	24	17	19	0	6	22	20	30	8	12	3	1	9	0	2	0	4	0	5	0	9	3	0	3	11
hsa-miR-2116-5p	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	2	1	2	0	2	3	2	0	0	3	4	1	0	1	1	1	0	0	1	0	3	0	5	0	5	4	0	0	6
hsa-miR-212-3p	1	4	10	8	2	6	1	3	9	20	16	10	18	20	12	15	0	43	49	57	0	61	41	65	0	134	37	37	31	112	139	30	27	37	110	113	0	23	0	36	0	42	29	0	79	54
hsa-miR-212-5p	2	1	4	8	0	2	3	5	19	14	8	10	7	8	3	6	0	16	9	14	0	17	10	17	0	52	6	4	2	6	7	1	4	3	2	2	0	1	0	4	0	3	2	0	1	3
hsa-miR-214-3p	20	79	108	102	5	12	11	10	18	159	288	277	299	95	65	90	0	259	207	270	0	192	172	207	0	749	21	22	28	159	240	163	217	63	79	215	0	51	0	243	0	165	113	0	303	154
hsa-miR-214-5p	3	21	30	31	2	10	3	3	12	66	87	83	86	40	26	37	0	77	67	73	0	94	73	84	0	219	16	15	12	590	1043	370	629	453	532	768	0	224	1	691	1	576	250	0	791	540
hsa-miR-216a-3p	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	3	1	0	2	1	1	0	3	0	0	0	0	1	0	0	2	1	0	0	2	0	0	0	0	0	0	1	4
hsa-miR-216a-5p	0	0	3	5	0	0	0	0	3	5	1	0	1	0	1	0	0	8	11	9	0	2	2	2	0	11	0	0	0	17	6	5	1	7	11	13	0	0	0	0	0	7	0	0	10	13
hsa-miR-218-1-3p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	2	0	0	1	2	0	0	0	0	0	0	12	3	6	5	1	5	0	2	0	0	0	0	1	0	2	1
hsa-miR-218-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0
hsa-miR-218-5p	4	21	53	39	12	18	8	16	4	37	99	97	107	54	52	62	0	189	133	161	0	117	82	76	0	154	34	38	46	11413	21841	11635	11349	9586	13904	18756	4	3021	1	827	3	541	378	0	1336	705
hsa-miR-219a-1-3p	0	0	1	0	0	1	1	0	0	1	6	2	4	2	1	4	0	9	4	9	0	7	3	2	0	4	4	6	4	24	68	12	11	34	18	28	0	37	0	20	0	4	7	0	14	31
hsa-miR-219a-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-219a-5p	2	0	3	1	0	0	0	0	0	0	4	2	5	4	2	1	0	1	0	1	0	2	3	2	0	1	4	5	2	7	15	9	67	8	5	9	0	160	0	66	0	11	55	0	11	13
hsa-miR-219b-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	3	7	2	0	1	2	2	0	5	0	9	0	3	5	0	3	5
hsa-miR-219b-5p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	3	1	4	0	0	1	0	2	0	5	0	0	3	0	4	5
hsa-miR-22-3p	743	5919	9904	28010	5451	7170	7616	9726	10858	27070	132079	119664	131988	66377	59466	65726	6	125583	113122	125098	0	108354	96897	107305	28	192937	142431	125904	141445	1329580	2930349	782909	741402	1465657	1067033	1346981	454	131702	709	241020	1122	551110	994051	72	730100	793461
hsa-miR-22-5p	10	18	11	18	15	9	13	3	14	36	39	27	29	14	9	18	0	39	20	39	0	41	30	32	0	33	39	37	48	169	324	212	426	374	346	491	0	138	1	333	0	481	486	0	580	553
hsa-miR-221-3p	155	505	587	349	242	562	260	204	809	687	1576	1382	1585	404	331	356	0	1073	941	1091	0	1081	957	1012	0	2332	3290	2842	3231	6636	21003	8247	7123	10585	9592	17172	5	5275	8	3623	9	10976	1431	1	6172	7869
hsa-miR-221-5p	8	15	33	27	9	9	2	7	44	60	85	96	81	24	13	18	0	69	58	50	0	45	40	55	0	136	94	75	87	12	56	11	13	17	19	32	0	8	0	2	0	36	4	0	15	10
hsa-miR-222-3p	63	186	350	179	86	223	105	95	440	322	4651	4017	4703	1418	1115	1404	0	4078	3394	4070	0	2720	2337	2684	3	6591	4767	4072	4846	736	2579	996	1579	1848	885	2030	0	1011	1	750	2	3814	348	0	1276	1766
hsa-miR-222-5p	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	1	4	0	0	2	3	0	7	2	4	3	99	231	55	41	113	127	106	0	57	0	38	0	225	13	0	50	100
hsa-miR-223-3p	71	93	79	125	19	18	42	20	40	610	167	120	134	135	126	144	0	457	321	424	0	580	485	590	0	480	782	494	696	42131	118467	17533	9477	15125	40565	26620	6	814	9	1033	5	3418	1369	0	12525	2673
hsa-miR-223-5p	1	2	0	1	0	0	0	0	1	19	2	4	12	10	10	3	0	9	11	13	0	15	21	25	0	17	39	28	30	83	219	50	32	44	74	54	0	1	0	10	0	15	4	0	50	13
hsa-miR-224-3p	0	0	1	1	0	0	0	1	0	2	5	4	7	25	31	24	0	1	5	4	0	27	21	34	0	19	24	18	20	56	86	30	51	80	64	57	0	2	0	40	0	52	44	0	44	188
hsa-miR-224-5p	1	5	117	53	4	0	0	0	1	83	59	56	61	454	401	462	0	127	128	147	0	635	594	695	0	212	452	396	514	342	379	189	193	716	363	377	0	33	1	1423	1	1524	1090	0	834	6326
hsa-miR-2276-3p	0	0	0	0	0	0	0	0	2	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	0	2	1	0	1	0	2	1	5	2	0	0	0	15	0	4	0	0	12	0	0	8
hsa-miR-2276-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	1	1
hsa-miR-2277-3p	0	0	1	1	1	0	0	0	0	0	2	4	3	1	0	1	0	1	2	0	0	5	4	3	0	1	3	2	0	7	5	1	4	1	5	4	0	31	0	12	0	2	28	0	7	15
hsa-miR-2277-5p	0	0	0	4	0	1	0	1	1	5	5	7	12	15	10	10	0	9	12	7	0	66	48	51	0	11	23	26	29	2	5	0	10	4	3	4	0	22	0	2	0	8	29	0	8	21
hsa-miR-23a-3p	193.0	341.5	867.0	1012.5	161.5	289.0	168.0	147.0	489.5	1153.0	1813.5	1520.0	1745.0	1723.33	1517.5	1763.33	0.0	1153.0	985.5	1106.5	0.0	2086.5	1754.5	2032.5	1.0	2875.33	2128.5	1747.0	2123.0	160091.67	149818.0	70478.5	78375.5	105438.33	119076.5	168407.5	26.0	30324.5	72.0	35882.83	32.0	30307.0	13719.5	5.0	45004.83	36186.5
hsa-miR-23a-5p	0	0	0	4	0	0	0	0	0	3	18	17	16	8	6	6	0	13	9	6	0	13	8	7	0	13	1	0	1	28	37	10	19	104	24	18	0	16	0	10	0	23	17	0	32	34
hsa-miR-24-1-5p	0.0	2.0	5.0	9.0	0.0	1.0	1.0	3.0	5.0	10.0	18.0	18.0	19.0	9.0	8.0	7.0	0.0	12.0	10.0	7.0	0.0	6.0	9.0	9.0	0.0	17.0	13.0	17.0	26.0	713.0	1136.0	458.0	685.0	691.5	923.0	1363.0	1.0	223.0	0.0	197.0	1.0	203.0	78.0	1.0	212.0	209.0
hsa-miR-24-2-5p	1.0	12.0	14.0	21.0	0.0	4.0	4.0	5.0	14.0	38.0	96.0	74.0	97.0	95.0	76.0	117.0	0.0	50.0	51.0	59.0	0.0	140.0	117.0	133.0	0.0	126.0	112.0	114.0	124.0	376.0	485.0	310.0	876.0	501.5	448.0	510.0	0.0	210.0	1.0	366.0	0.0	330.0	190.0	1.0	469.0	447.0
hsa-miR-24-3p	252	357	1186	1833	283	467	417	429	743	2176	1385	1149	1290	928	826	880	0	827	716	785	0	994	815	971	0	1963	1295	1087	1281	73848	115312	107302	139208	57764	66184	98023	32	38474	40	39125	47	26479	21736	12	65691	38621
hsa-miR-2467-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2467-5p	1	1	3	1	0	1	0	1	5	5	11	3	4	0	3	4	0	4	3	2	0	19	20	19	0	8	4	16	12	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0
